Open Price,High Price,Low Price,Volume,Close Time
4340.00000000,4350.00000000,4330.06000000,2.21643300,1507327199999
4343.33000000,4356.41000000,4330.10000000,1.53468200,1507328999999
4349.05000000,4383.35000000,4343.30000000,6.61591400,1507330799999
4374.60000000,4385.00000000,4343.33000000,5.29915400,1507332599999
4385.01000000,4399.00000000,4361.01000000,4.44072300,1507334399999
4369.00000000,4399.00000000,4369.00000000,7.06887900,1507336199999
4379.01000000,4395.00000000,4379.01000000,2.65094700,1507337999999
4391.97000000,4391.97000000,4378.02000000,3.07868300,1507339799999
4384.00000000,4391.83000000,4370.00000000,2.66162000,1507341599999
4380.50000000,4389.00000000,4362.02000000,3.42909200,1507343399999
4362.03000000,4385.00000000,4362.03000000,10.79854000,1507345199999
4385.00000000,4385.00000000,4366.00000000,31.70539900,1507346999999
4378.99000000,4395.00000000,4374.01000000,10.22632000,1507348799999
4381.00000000,4388.99000000,4363.01000000,4.81597700,1507350599999
4380.00000000,4389.00000000,4363.18000000,1.44459100,1507352399999
4382.50000000,4387.50000000,4363.02000000,2.72324000,1507354199999
4384.99000000,4384.99000000,4365.11000000,3.87204200,1507355999999
4384.93000000,4389.48000000,4375.00000000,2.50225500,1507357799999
4385.23000000,4388.53000000,4362.03000000,13.09300600,1507359599999
4375.19000000,4388.30000000,4330.09000000,7.24302800,1507361399999
4337.03000000,4349.00000000,4330.15000000,5.12060000,1507363199999
4335.00000000,4347.98000000,4332.00000000,3.62221400,1507364999999
4347.98000000,4350.00000000,4312.56000000,9.37232700,1507366799999
4354.98000000,4388.54000000,4325.00000000,11.47161700,1507368599999
4357.47000000,4360.00000000,4321.52000000,3.77229100,1507370399999
4339.99000000,4358.96000000,4322.02000000,1.37745500,1507372199999
4349.99000000,4359.67000000,4325.02000000,12.26558200,1507373999999
4340.01000000,4347.99000000,4317.00000000,6.76935300,1507375799999
4339.99000000,4340.00000000,4323.04000000,2.11644000,1507377599999
4335.90000000,4337.50000000,4326.00000000,2.01277000,1507379399999
4339.00000000,4349.98000000,4326.02000000,4.05583900,1507381199999
4336.21000000,4380.00000000,4336.21000000,9.41968300,1507382999999
4342.29000000,4379.97000000,4342.29000000,2.28894900,1507384799999
4345.02000000,4378.95000000,4341.84000000,2.17972000,1507386599999
4355.90000000,4360.00000000,4341.82000000,6.48120800,1507388399999
4345.06000000,4371.75000000,4340.01000000,2.20226300,1507390199999
4364.98000000,4371.78000000,4343.01000000,6.97013700,1507391999999
4343.01000000,4370.86000000,4326.02000000,11.11385900,1507393799999
4360.66000000,4370.69000000,4329.18000000,4.65987400,1507395599999
4333.10000000,4359.99000000,4333.08000000,1.84687600,1507397399999
4346.51000000,4359.90000000,4346.51000000,1.84171200,1507399199999
4359.90000000,4359.90000000,4346.52000000,5.09713400,1507400999999
4356.11000000,4359.88000000,4347.06000000,1.95732800,1507402799999
4359.81000000,4359.90000000,4335.41000000,5.03420200,1507404599999
4350.41000000,4353.92000000,4335.38000000,4.08468700,1507406399999
4342.23000000,4348.45000000,4336.01000000,0.72966100,1507408199999
4348.45000000,4352.00000000,4337.05000000,1.80736700,1507409999999
4347.68000000,4379.00000000,4338.01000000,4.62865400,1507411799999
4360.05000000,4378.83000000,4360.05000000,1.81456800,1507413599999
4377.93000000,4404.00000000,4377.89000000,5.94865400,1507415399999
4392.00000000,4469.00000000,4380.03000000,11.56924300,1507417199999
4460.00000000,4479.50000000,4444.00000000,22.27105200,1507418999999
4467.02000000,4478.99000000,4423.00000000,14.38056200,1507420799999
4425.00000000,4460.00000000,4425.00000000,6.54993900,1507422599999
4455.97000000,4517.00000000,4435.01000000,18.09954400,1507424399999
4455.00000000,4497.25000000,4435.06000000,8.06699700,1507426199999
4458.78000000,4480.00000000,4448.88000000,11.57675900,1507427999999
4478.47000000,4478.75000000,4436.03000000,7.62272700,1507429799999
4459.99000000,4473.63000000,4445.97000000,7.13028500,1507431599999
4453.22000000,4468.86000000,4450.01000000,9.31670000,1507433399999
4450.02000000,4480.00000000,4450.02000000,14.68821900,1507435199999
4478.00000000,4478.00000000,4437.82000000,7.44024700,1507436999999
4446.00000000,4452.66000000,4438.01000000,3.85729100,1507438799999
4443.54000000,4452.00000000,4437.00000000,15.84269900,1507440599999
4447.99000000,4450.00000000,4439.01000000,2.79038300,1507442399999
4439.81000000,4459.00000000,4439.81000000,1.34934700,1507444199999
4458.99000000,4479.98000000,4440.03000000,7.72317800,1507445999999
4469.50000000,4479.98000000,4440.05000000,4.68980100,1507447799999
4444.10000000,4459.00000000,4440.03000000,9.25251600,1507449599999
4454.99000000,4479.94000000,4445.00000000,6.00236500,1507451399999
4445.00000000,4474.98000000,4441.01000000,5.09863900,1507453199999
4453.50000000,4475.00000000,4448.00000000,8.13973200,1507454999999
4465.01000000,4474.95000000,4441.33000000,6.97880800,1507456799999
4446.05000000,4470.01000000,4446.04000000,7.68556500,1507458599999
4469.99000000,4514.99000000,4469.99000000,13.71327000,1507460399999
4495.07000000,4508.00000000,4454.02000000,12.42893700,1507462199999
4483.00000000,4487.99000000,4447.65000000,28.94416700,1507463999999
4487.99000000,4517.00000000,4460.02000000,11.36853600,1507465799999
4495.00000000,4510.00000000,4480.00000000,9.56806000,1507467599999
4508.99000000,4540.00000000,4507.99000000,12.25724400,1507469399999
4532.60000000,4580.00000000,4523.28000000,23.76603000,1507471199999
4539.00000000,4573.99000000,4539.00000000,12.42218300,1507472999999
4573.99000000,4586.98000000,4560.00000000,20.83480800,1507474799999
4572.50000000,4580.00000000,4544.11000000,15.06985600,1507476599999
4579.03000000,4599.00000000,4570.12000000,7.38390900,1507478399999
4590.00000000,4600.00000000,4560.00000000,16.82147400,1507480199999
4564.00000000,4594.54000000,4560.01000000,8.88302900,1507481999999
4570.00000000,4594.99000000,4570.00000000,3.43119500,1507483799999
4594.98000000,4595.00000000,4570.00000000,8.16344200,1507485599999
4584.78000000,4585.39000000,4571.52000000,8.14510600,1507487399999
4585.35000000,4591.98000000,4525.00000000,30.33130500,1507489199999
4570.44000000,4579.95000000,4561.89000000,5.64795400,1507490999999
4568.50000000,4600.00000000,4568.50000000,18.37398700,1507492799999
4597.49000000,4645.00000000,4580.02000000,8.45905700,1507494599999
4640.00000000,4652.84000000,4600.00000000,24.47223700,1507496399999
4610.00000000,4610.00000000,4581.01000000,5.28495600,1507498199999
4594.90000000,4599.99000000,4573.04000000,11.41142500,1507499999999
4600.00000000,4652.84000000,4600.00000000,10.61206200,1507501799999
4638.19000000,4658.00000000,4620.00000000,11.54396100,1507503599999
4652.99000000,4652.99000000,4600.00000000,5.57696200,1507505399999
4618.53000000,4653.99000000,4605.07000000,3.64511100,1507507199999
4640.00000000,4658.00000000,4608.01000000,10.19482900,1507508999999
4629.00000000,4648.80000000,4608.05000000,10.75808900,1507510799999
4608.00000000,4611.32000000,4600.00000000,6.52532300,1507512599999
4606.61000000,4635.00000000,4601.08000000,1.99707600,1507514399999
4628.00000000,4634.96000000,4613.00000000,3.55484000,1507516199999
4633.36000000,4640.00000000,4613.01000000,10.89505200,1507517999999
4640.00000000,4648.00000000,4621.00000000,5.65743100,1507519799999
4640.00000000,4660.00000000,4640.00000000,13.22714000,1507521599999
4650.00000000,4654.99000000,4630.00000000,12.16873600,1507523399999
4647.99000000,4660.00000000,4601.02000000,13.57657200,1507525199999
4610.00000000,4650.00000000,4576.10000000,19.24158700,1507526999999
4609.00000000,4648.86000000,4578.01000000,5.75579800,1507528799999
4605.01000000,4610.00000000,4580.00000000,8.63437400,1507530599999
4589.95000000,4595.00000000,4550.00000000,9.11532000,1507532399999
4568.97000000,4575.06000000,4560.49000000,16.34583400,1507534199999
4572.00000000,4594.97000000,4565.00000000,2.85551200,1507535999999
4587.02000000,4594.96000000,4570.25000000,2.15397600,1507537799999
4573.00000000,4588.00000000,4564.32000000,13.97243900,1507539599999
4579.00000000,4587.49000000,4570.00000000,8.15707800,1507541399999
4585.50000000,4600.00000000,4576.44000000,7.75574200,1507543199999
4596.01000000,4599.00000000,4578.23000000,10.95189100,1507544999999
4598.51000000,4620.00000000,4597.01000000,8.34545200,1507546799999
4608.06000000,4619.00000000,4596.52000000,14.88234100,1507548599999
4606.40000000,4630.00000000,4602.80000000,8.39176300,1507550399999
4615.00000000,4630.01000000,4615.00000000,6.87486200,1507552199999
4617.51000000,4647.00000000,4615.00000000,12.80454000,1507553999999
4634.77000000,4639.98000000,4615.00000000,5.41560400,1507555799999
4620.00000000,4635.00000000,4615.00000000,7.28434200,1507557599999
4634.99000000,4659.93000000,4634.99000000,11.23657400,1507559399999
4655.01000000,4699.98000000,4655.01000000,15.53848600,1507561199999
4676.61000000,4693.87000000,4664.06000000,10.26685600,1507562999999
4668.00000000,4685.00000000,4664.24000000,17.95974000,1507564799999
4684.99000000,4688.00000000,4664.11000000,6.52688600,1507566599999
4666.01000000,4684.00000000,4664.11000000,9.96927000,1507568399999
4675.08000000,4700.00000000,4665.01000000,15.53188500,1507570199999
4685.99000000,4729.99000000,4681.59000000,10.61215500,1507571999999
4733.49000000,4770.00000000,4717.02000000,30.77682400,1507573799999
4727.99000000,4810.00000000,4717.10000000,18.02794300,1507575599999
4771.20000000,4889.98000000,4771.20000000,25.53156100,1507577399999
4849.99000000,4883.00000000,4787.49000000,41.64287500,1507579199999
4803.35000000,4832.52000000,4745.94000000,27.68627900,1507580999999
4794.64000000,4852.00000000,4780.00000000,26.23526000,1507582799999
4845.99000000,4851.97000000,4751.45000000,46.77830400,1507584599999
4770.00000000,4815.22000000,4755.00000000,20.03413000,1507586399999
4809.00000000,4825.00000000,4763.00000000,16.00740600,1507588199999
4763.00000000,4778.03000000,4760.00000000,14.01806300,1507589999999
4760.50000000,4819.20000000,4720.12000000,19.66723400,1507591799999
4809.00000000,4814.10000000,4780.02000000,4.92187100,1507593599999
4786.95000000,4852.00000000,4780.00000000,17.49987000,1507595399999
4830.51000000,4886.00000000,4812.01000000,22.44019700,1507597199999
4874.00000000,4888.88000000,4824.62000000,39.09434300,1507598999999
4854.35000000,4884.91000000,4820.01000000,17.21667000,1507600799999
4820.01000000,4824.67000000,4800.00000000,19.47235100,1507602599999
4812.45000000,4848.00000000,4803.00000000,7.67422500,1507604399999
4830.05000000,4839.95000000,4800.00000000,15.78952400,1507606199999
4801.05000000,4813.73000000,4788.00000000,12.51564200,1507607999999
4819.99000000,4828.13000000,4803.14000000,12.89170300,1507609799999
4810.28000000,4817.17000000,4788.00000000,3.95069500,1507611599999
4804.17000000,4829.90000000,4788.21000000,9.14801300,1507613399999
4829.45000000,4851.05000000,4829.00000000,5.38719300,1507615199999
4844.61000000,4879.99000000,4829.21000000,5.70849800,1507616999999
4849.48000000,4861.25000000,4829.00000000,5.63675400,1507618799999
4845.43000000,4850.50000000,4800.07000000,14.17838900,1507620599999
4812.11000000,4812.11000000,4785.78000000,19.58011100,1507622399999
4787.88000000,4787.88000000,4720.16000000,52.01453300,1507624199999
4755.47000000,4819.99000000,4750.95000000,26.52618500,1507625999999
4802.50000000,4802.50000000,4780.01000000,6.86257000,1507627799999
4796.09000000,4805.00000000,4785.02000000,11.28895200,1507629599999
4799.08000000,4799.08000000,4767.00000000,6.32130800,1507631399999
4782.50000000,4838.96000000,4773.51000000,9.57882200,1507633199999
4820.51000000,4839.41000000,4820.51000000,5.85349800,1507634999999
4828.51000000,4831.00000000,4767.00000000,8.05979900,1507636799999
4790.01000000,4839.38000000,4780.02000000,12.54792300,1507638599999
4824.74000000,4841.60000000,4814.13000000,8.55744400,1507640399999
4839.10000000,4880.00000000,4815.20000000,34.70619500,1507642199999
4835.00000000,4858.99000000,4812.02000000,26.20058100,1507643999999
4849.99000000,4874.00000000,4822.01000000,11.56503400,1507645799999
4835.00000000,4868.99000000,4802.14000000,31.30958100,1507647599999
4802.14000000,4842.79000000,4800.04000000,42.42902900,1507649399999
4821.29000000,4833.98000000,4790.30000000,19.91300800,1507651199999
4830.97000000,4842.79000000,4800.07000000,31.74869600,1507652999999
4827.54000000,4870.00000000,4801.04000000,25.15683400,1507654799999
4870.00000000,4944.00000000,4870.00000000,55.74971600,1507656599999
4906.55000000,4937.96000000,4899.52000000,32.37982600,1507658399999
4933.00000000,4950.00000000,4915.00000000,28.01174900,1507660199999
4949.94000000,4960.00000000,4881.45000000,34.95284700,1507661999999
4894.00000000,4900.00000000,4880.00000000,22.18107600,1507663799999
4887.93000000,4918.99000000,4880.01000000,15.55142400,1507665599999
4910.99000000,4933.14000000,4895.01000000,29.27251100,1507667399999
4895.04000000,4933.06000000,4885.05000000,12.82473300,1507669199999
4893.00000000,4893.68000000,4869.45000000,14.18365300,1507670999999
4885.00000000,4886.47000000,4847.00000000,35.31925100,1507672799999
4847.00000000,4865.39000000,4805.02000000,19.55583400,1507674599999
4819.20000000,4820.00000000,4759.50000000,32.10311900,1507676399999
4795.00000000,4840.00000000,4680.59000000,76.74980300,1507678199999
4720.77000000,4795.56000000,4720.77000000,35.56206100,1507679999999
4783.06000000,4819.98000000,4760.00000000,33.51445000,1507681799999
4779.04000000,4814.00000000,4745.62000000,40.15514100,1507683599999
4765.99000000,4779.99000000,4745.94000000,24.34405000,1507685399999
4757.00000000,4799.99000000,4710.00000000,40.41789600,1507687199999
4799.97000000,4823.17000000,4765.00000000,40.87463300,1507688999999
4819.61000000,4820.66000000,4792.94000000,25.82036900,1507690799999
4820.65000000,4820.65000000,4750.01000000,18.71828600,1507692599999
4750.01000000,4780.00000000,4721.22000000,38.33118600,1507694399999
4740.73000000,4768.41000000,4720.02000000,31.84385000,1507696199999
4739.89000000,4778.99000000,4735.43000000,41.13054800,1507697999999
4746.01000000,4776.94000000,4741.03000000,30.73415600,1507699799999
4761.00000000,4797.99000000,4749.00000000,16.75414800,1507701599999
4763.99000000,4820.66000000,4761.99000000,11.17469100,1507703399999
4774.22000000,4809.17000000,4773.68000000,16.64489200,1507705199999
4809.17000000,4830.00000000,4773.01000000,29.02235300,1507706999999
4806.76000000,4840.00000000,4780.01000000,40.45277900,1507708799999
4820.00000000,4852.22000000,4800.00000000,27.04809000,1507710599999
4820.01000000,4840.00000000,4800.00000000,29.30266300,1507712399999
4829.00000000,4836.00000000,4800.02000000,27.74567600,1507714199999
4806.00000000,4828.99000000,4791.01000000,16.67459800,1507715999999
4818.00000000,4851.98000000,4810.00000000,8.75153300,1507717799999
4829.50000000,4829.50000000,4810.35000000,11.14219200,1507719599999
4823.98000000,4831.64000000,4815.04000000,2.99873200,1507721399999
4828.04000000,4828.04000000,4795.01000000,8.48562400,1507723199999
4804.93000000,4804.93000000,4788.99000000,13.13194100,1507724999999
4799.89000000,4799.89000000,4764.68000000,5.03373100,1507726799999
4772.00000000,4772.00000000,4751.01000000,7.97815100,1507728599999
4771.89000000,4799.95000000,4762.19000000,3.99172500,1507730399999
4789.99000000,4789.99000000,4751.02000000,17.90805900,1507732199999
4780.62000000,4787.98000000,4760.16000000,1.57123700,1507733999999
4774.26000000,4820.00000000,4774.26000000,10.75825800,1507735799999
4800.08000000,4839.99000000,4776.94000000,8.57389200,1507737599999
4839.99000000,4847.00000000,4824.74000000,8.58981300,1507739399999
4840.00000000,4850.00000000,4835.00000000,2.18852900,1507741199999
4850.00000000,4869.98000000,4824.75000000,4.56503900,1507742999999
4824.74000000,4861.96000000,4824.74000000,5.00791600,1507744799999
4840.00000000,4840.00000000,4824.76000000,4.18311200,1507746599999
4825.01000000,4850.01000000,4825.01000000,0.77084700,1507748399999
4847.50000000,4881.61000000,4847.50000000,15.27279600,1507750199999
4860.10000000,4873.93000000,4840.00000000,8.69215800,1507751999999
4850.42000000,4862.43000000,4840.00000000,2.28066300,1507753799999
4827.01000000,4845.00000000,4827.01000000,3.86803700,1507755599999
4834.99000000,4843.99000000,4800.57000000,7.02306100,1507757399999
4817.39000000,4817.41000000,4817.37000000,3.83435600,1507759199999
4817.41000000,4830.08000000,4817.41000000,1.75910900,1507760999999
4830.08000000,4845.50000000,4810.00000000,3.39290500,1507762799999
4820.00000000,4828.39000000,4820.00000000,0.93256800,1507764599999
4821.43000000,4825.00000000,4821.43000000,0.03895700,1507766399999
4821.43000000,4839.99000000,4810.16000000,1.67651100,1507768199999
4839.98000000,4850.00000000,4823.02000000,15.69999400,1507769999999
4820.04000000,4844.48000000,4820.04000000,0.28945700,1507771799999
4844.48000000,4849.76000000,4835.01000000,3.69058000,1507773599999
4849.00000000,4874.58000000,4835.03000000,10.99306900,1507775399999
4865.00000000,4877.53000000,4865.00000000,2.12623800,1507777199999
4860.53000000,4876.97000000,4845.01000000,5.07060400,1507778999999
4845.03000000,4880.00000000,4840.02000000,9.95525500,1507780799999
4848.02000000,4877.54000000,4848.02000000,2.07701200,1507782599999
4843.22000000,4853.40000000,4843.21000000,2.46091400,1507784399999
4853.41000000,4877.59000000,4843.21000000,7.27003900,1507786199999
4877.52000000,4899.80000000,4877.52000000,6.77259000,1507787999999
4899.80000000,4917.18000000,4899.80000000,4.99326600,1507789799999
4914.90000000,4914.90000000,4891.01000000,4.46084500,1507791599999
4903.00000000,4949.00000000,4903.00000000,15.97851600,1507793399999
4925.00000000,5010.20000000,4911.23000000,22.46490400,1507795199999
5010.20000000,5180.00000000,5010.20000000,107.33839200,1507796999999
5155.00000000,5158.99000000,5084.70000000,40.44236600,1507798799999
5108.01000000,5180.00000000,5085.16000000,39.35998400,1507800599999
5165.50000000,5180.00000000,5130.03000000,27.18389500,1507802399999
5155.41000000,5176.99000000,5119.61000000,33.59228500,1507804199999
5150.00000000,5218.99000000,5146.15000000,57.07630700,1507805999999
5204.34000000,5265.50000000,5204.34000000,67.80830900,1507807799999
5240.00000000,5265.50000000,5168.01000000,51.98205700,1507809599999
5184.00000000,5239.00000000,5184.00000000,29.12544000,1507811399999
5239.00000000,5239.99000000,5200.01000000,22.28369500,1507813199999
5230.01000000,5251.98000000,5206.01000000,32.19866700,1507814999999
5207.12000000,5227.60000000,5173.10000000,24.03450300,1507816799999
5191.99000000,5215.00000000,5191.00000000,26.56749500,1507818599999
5210.00000000,5232.67000000,5206.01000000,19.08525100,1507820399999
5225.63000000,5265.50000000,5207.11000000,52.34903700,1507822199999
5246.26000000,5325.00000000,5246.23000000,30.79014500,1507823999999
5316.42000000,5366.00000000,5287.01000000,56.31536500,1507825799999
5369.00000000,5413.73000000,5340.00000000,54.67427600,1507827599999
5350.02000000,5387.00000000,5250.00000000,36.21357200,1507829399999
5308.74000000,5332.97000000,5290.05000000,20.59574700,1507831199999
5290.44000000,5306.01000000,5239.99000000,36.39002500,1507832999999
5299.98000000,5344.00000000,5297.01000000,40.34143700,1507834799999
5339.91000000,5339.92000000,5294.08000000,21.06806500,1507836599999
5294.10000000,5339.00000000,5289.10000000,17.82587500,1507838399999
5300.06000000,5369.98000000,5300.06000000,25.95864800,1507840199999
5369.99000000,5385.19000000,5323.01000000,40.00274400,1507841999999
5356.56000000,5366.05000000,5295.00000000,28.34523600,1507843799999
5290.02000000,5331.93000000,5265.05000000,15.97191200,1507845599999
5288.33000000,5331.93000000,5288.33000000,13.13825600,1507847399999
5303.20000000,5366.06000000,5303.20000000,22.27396900,1507849199999
5350.99000000,5400.00000000,5323.02000000,31.42659900,1507850999999
5360.06000000,5439.99000000,5360.01000000,38.96213400,1507852799999
5439.99000000,5462.35000000,5412.03000000,33.26212400,1507854599999
5462.35000000,5490.00000000,5407.74000000,35.48411500,1507856399999
5407.74000000,5445.64000000,5379.84000000,67.98667700,1507858199999
5410.00000000,5545.99000000,5400.02000000,87.39900100,1507859999999
5516.51000000,5656.61000000,5516.51000000,86.63599700,1507861799999
5642.00000000,5835.00000000,5623.09000000,110.01726300,1507863599999
5641.00000000,5740.01000000,5611.00000000,49.11238800,1507865399999
5705.06000000,5770.00000000,5625.00000000,31.60943100,1507867199999
5740.02000000,5846.17000000,5712.00000000,44.99938800,1507868999999
5800.03000000,5820.00000000,5735.02000000,40.24807600,1507870799999
5744.00000000,5760.00000000,5631.21000000,57.29977400,1507872599999
5632.00000000,5649.00000000,5516.50000000,66.29279700,1507874399999
5516.51000000,5649.00000000,5458.84000000,57.45773200,1507876199999
5611.80000000,5630.00000000,5500.81000000,42.92228400,1507877999999
5572.03000000,5602.47000000,5533.01000000,30.44972200,1507879799999
5559.96000000,5669.99000000,5548.90000000,50.50480800,1507881599999
5631.01000000,5750.00000000,5630.00000000,69.45652700,1507883399999
5750.00000000,5775.00000000,5664.14000000,32.57357400,1507885199999
5664.13000000,5716.53000000,5650.00000000,36.14262400,1507886999999
5701.99000000,5750.00000000,5664.37000000,25.65387300,1507888799999
5745.00000000,5747.58000000,5626.86000000,11.29268200,1507890599999
5668.99000000,5669.00000000,5627.99000000,30.10113300,1507892399999
5630.02000000,5630.02000000,5568.98000000,27.41526700,1507894199999
5614.97000000,5659.98000000,5604.00000000,20.05928200,1507895999999
5658.97000000,5658.98000000,5566.84000000,30.08323300,1507897799999
